motorcycle,terrain,traffic sign,bicycle,road,traffic light,openness ratio,pole,greenery coverage,fence,building,truck,rider,sidewalk,wall,car,person,bus,enclosure ratio,cycling suitability index,signage density index,junction_location,accident_severity,day_of_week,first_road_class,road_type,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,trunk_road_flag,closest_road_length,accidents,all accident counts,accident_rate
503,8339,1919,150,663088,86,516499,7668,205145,17452,132209,0,516,62806,3078,10448,2412,6082,0.205904541,5.490503672,0.001223755,9,3,3,3,1,30,1,4,4,1,1,1,1,0,0,2,113,1,2,0.5
36,3063,2425,336,636503,0,531886,7359,192073,1034,132260,8776,36,72385,22041,26346,1799,42,0.197957153,5.359806442,0.001480103,1,3,3,3,6,30,3,9,6,0,1,1,1,0,0,2,111,1,8,0.125
113,1354,411,251,564551,0,375014,8274,416051,33375,132299,0,159,14177,917,90187,1267,0,0.334686279,4.374394364,0.000250854,0,3,2,3,6,30,0,-1,-1,0,1,4,2,0,0,2,60,1,1,1
0,0,1955,185,657930,404,62177,2213,657243,34146,132345,0,282,65213,14129,7910,1597,671,0.48192627,5.464074956,0.001439819,9,3,5,3,6,30,3,4,5,0,1,2,2,0,0,2,190,10,11,0.909090909
0,24726,30,0,547879,0,515766,3272,280718,23814,132351,0,0,53376,52558,3640,270,0,0.25211731,4.542882184,1.83105E-05,1,3,1,6,6,30,3,4,6,0,4,2,2,0,0,2,99,1,1,1
0,211347,487,0,433504,9,449076,3060,332129,13327,132381,0,0,46055,4003,11916,1106,0,0.283514404,3.622566683,0.000302734,0,3,4,5,6,30,0,-1,0,0,1,1,1,0,0,2,55,1,2,0.5
843,9474,3379,0,549197,187,595577,5599,221715,6922,132395,1412,0,87473,7755,15208,1264,0,0.216131592,4.808867404,0.002176514,1,3,2,3,6,30,3,4,6,0,4,2,2,0,0,2,198,2,2,1
2748,1413,44,23,488428,0,481812,846,352810,6560,132438,107,1636,77354,11115,79349,1717,0,0.296171875,4.272051828,2.68555E-05,8,2,2,6,6,20,8,4,6,0,1,1,1,0,0,2,162,2,3,0.666666667
87,2339,2793,919,512040,443,509908,20141,321271,16472,132458,0,15619,72776,8358,18834,3942,0,0.276934204,4.415105165,0.001975098,9,3,4,3,6,20,9,2,3,5,7,1,9,0,0,2,27,1,1,1
0,35202,5829,193,581544,18,449156,8978,344597,7876,132473,0,0,53544,1817,13805,3368,0,0.29118042,4.794093891,0.003568726,9,2,4,4,9,20,99,9,6,9,7,1,9,9,9,2,79,1,1,1
0,582,6072,97,642157,139,194536,8666,541170,27997,132510,331,0,58709,2986,17641,4807,0,0.411181641,5.289155535,0.003790894,1,3,5,3,6,30,3,4,6,1,1,1,1,0,0,2,164,1,7,0.142857143
0,42944,7015,181,574597,75,572198,16580,163589,40071,132519,2,578,52581,8952,23502,3016,0,0.18072998,4.732740211,0.004327393,3,3,3,5,1,30,1,4,6,0,4,1,2,0,0,2,142,3,3,1
0,1598,1718,0,424159,0,325871,5953,447137,93249,132522,0,0,156843,39724,7939,1687,0,0.353795776,4.384192813,0.001048584,1,3,4,4,3,30,9,4,4,8,5,7,1,0,0,2,112,2,2,1
0,39861,619,0,469549,3,332304,691,453077,108,132532,0,0,159351,48315,737,1253,0,0.357427368,4.745269067,0.000379639,8,2,3,3,6,30,3,4,6,0,1,1,2,0,0,2,62,2,4,0.5
0,9291,322,638,510635,0,426659,2997,330467,78523,132600,0,0,64429,29551,49185,3103,0,0.282633667,4.336832579,0.000196533,1,2,5,6,6,30,3,4,6,0,1,2,2,0,0,2,44,1,1,1
25,944,621,39,529652,1,420848,3462,362035,68206,132629,0,0,87889,14792,16782,475,0,0.301918945,4.656153632,0.000379639,1,3,3,6,6,20,3,4,6,0,1,1,1,0,0,2,93,1,1,1
0,33603,1137,1800,589729,3222,363793,11501,368972,24335,132682,17,0,88839,612,15410,2748,0,0.306185303,5.114243077,0.002660522,8,3,2,3,6,30,3,9,5,5,4,1,1,0,0,2,27,1,3,0.333333333
109,22935,381,0,503323,78,265320,265,628888,18649,132686,77,184,54580,612,8838,1475,0,0.464827881,4.204686252,0.000280151,0,3,6,6,6,30,0,-1,0,0,1,1,1,0,0,2,238,4,8,0.5
0,7258,6491,613,580241,87,495092,5908,258681,9203,132748,2178,87,92624,4736,38501,3952,0,0.238909302,5.068739265,0.004014893,1,3,6,3,6,20,3,4,3,9,7,9,9,0,9,2,42,1,3,0.333333333
2910,1767,513,5190,642845,2799,555575,8496,179825,12918,132782,38,4820,77410,939,5792,2961,820,0.190800171,5.424342155,0.002021484,1,3,5,3,9,30,3,2,6,9,1,9,9,9,9,2,156,1,3,0.333333333
0,2469,3723,1775,624044,242,426372,16599,324279,19479,132785,1228,464,66926,5272,9834,2909,0,0.278969727,5.203675114,0.002420044,4,3,6,3,1,30,2,4,3,0,1,1,1,0,0,2,74,1,7,0.142857143
14,139,879,1115,603765,55,624951,8748,106472,8816,132793,922,310,103324,3347,32696,10054,0,0.146035767,5.324746033,0.000570068,9,3,6,3,6,30,99,9,6,0,1,1,1,0,0,2,9,1,1,1
0,0,1900,191,588887,0,140914,1891,613409,15343,132826,14,0,5265,125095,12140,525,0,0.455465698,4.473160375,0.001159668,8,3,3,4,1,20,1,4,6,1,4,1,1,0,0,2,79,1,2,0.5
0,1251,145,0,505199,0,302250,6081,519498,1077,132884,0,0,98092,21955,49332,636,0,0.398182373,4.53998224,8.8501E-05,0,2,7,3,6,30,0,-1,0,0,1,4,1,0,0,2,33,1,1,1
0,29860,55,0,435133,0,318666,3164,712075,9,132891,0,0,25,0,6466,56,0,0.515726318,3.274548314,3.35693E-05,0,3,1,3,6,50,0,-1,0,0,1,1,1,0,0,2,727,1,2,0.5
0,8598,163,119,512058,264,504196,5692,310608,67479,132986,0,0,20680,3805,67421,4331,0,0.270748291,4.005970553,0.00026062,0,3,1,3,6,30,0,-1,0,0,1,1,1,0,0,2,43,2,6,0.333333333
164,40406,1142,341,616696,24,414424,7958,362951,1653,132990,0,1044,17104,1314,8986,31203,0,0.302698364,4.765771863,0.00071167,2,3,2,5,6,20,3,4,5,1,4,1,1,0,0,2,71,1,2,0.5
0,37367,3537,0,588030,0,471750,12511,299468,43893,133059,0,0,31657,13467,3581,80,0,0.26399353,4.657234761,0.002158813,8,3,2,6,6,30,6,4,6,0,1,1,1,0,0,2,102,1,2,0.5
2698,4891,315,257,580970,54,580508,3591,236406,11817,133080,0,0,37314,178,35878,2134,8309,0.225516357,4.645957319,0.00022522,9,3,2,5,1,30,1,4,6,0,1,1,1,0,0,2,181,1,1,1
0,2275,6749,505,516982,185,200192,10621,577600,116234,133103,0,0,55665,467,15249,2573,0,0.433778687,4.302284697,0.004232178,4,3,6,4,6,20,2,4,3,0,4,9,1,0,0,2,222,5,8,0.625
20,882,3518,1291,632296,362,599777,8771,106468,20721,133127,2556,62,61287,4420,18143,7188,37511,0.146237183,5.209934874,0.002368164,1,3,6,3,3,20,3,4,6,0,1,1,1,0,0,2,160,2,12,0.166666667
261,280,9744,2810,523017,670,227943,15122,489949,6296,133133,9164,9,40575,3893,170610,4924,0,0.380299072,4.233300534,0.006356201,1,2,3,3,6,30,6,2,6,5,1,1,2,9,0,2,102,3,12,0.25
0,23178,515,0,550973,0,255136,6804,513487,24054,133174,1853,0,5554,2811,116663,4198,0,0.394690552,4.178946341,0.000314331,1,3,6,3,9,30,6,2,3,9,1,1,1,9,0,2,129,8,16,0.5
680,1538,2614,4872,642058,598,523649,7400,195319,23545,133209,916,0,77996,13218,7415,3183,2,0.200517578,5.405445578,0.001960449,1,3,5,4,6,20,3,4,6,1,1,1,1,0,0,2,159,3,3,1
0,327,3173,257,623380,0,447167,10219,317286,1138,133234,0,1340,53127,1231,42582,3939,0,0.274975586,5.077585301,0.001936646,1,3,7,3,1,30,1,4,3,0,1,1,2,0,0,2,26,4,7,0.571428571
7,35214,7268,36,538892,0,498335,19197,231242,22611,133245,1611,0,117515,4549,22978,5700,0,0.22246521,4.926316184,0.004436035,1,3,7,5,6,30,8,4,6,0,1,1,1,0,0,2,61,1,2,0.5
0,30369,406,76,596505,0,335038,4147,409680,67706,133259,0,0,39052,8911,4250,535,8466,0.331383667,4.769336405,0.000247803,1,3,5,6,6,20,3,4,6,0,1,1,1,0,0,2,92,1,1,1
0,1125,659,0,583763,5,448946,4273,286902,46863,133380,500,299,88219,9736,31747,1982,0,0.256519775,5.038101664,0.000405273,1,3,2,3,6,20,3,4,6,4,1,1,1,0,0,2,129,2,2,1
0,47838,5364,0,505615,6,2197,6014,771222,29513,133423,73,60,118871,591,9386,6735,1453,0.552151489,4.680497366,0.003277588,1,2,4,3,2,20,3,4,6,0,1,1,1,0,0,2,151,3,4,0.75
0,1045,1388,437,603963,0,327654,2175,482284,28288,133465,0,0,37702,711,17940,1308,40,0.375823364,4.807739857,0.000847168,5,3,4,6,6,30,3,4,6,0,1,1,1,0,0,2,80,1,2,0.5
0,19673,1080,0,653736,0,189702,2955,604179,3161,133477,0,0,18426,4668,6071,1272,0,0.450229492,5.035788937,0.00065918,1,3,5,3,6,30,7,4,5,0,1,1,1,0,0,2,50,2,3,0.666666667
0,24876,1831,47,539525,374,364278,16147,433291,23538,133548,282,0,57156,10087,15640,6125,11655,0.345971069,4.467914158,0.001345825,9,3,7,3,3,30,6,2,3,5,1,1,1,0,0,2,105,3,13,0.230769231
0,1353,7029,0,677966,0,335811,3251,408502,28798,133557,0,0,24542,869,13245,2078,1399,0.330846558,5.259986373,0.004290161,1,3,3,3,6,30,3,4,6,0,4,1,1,0,0,2,136,1,3,0.333333333
615,82,1639,0,667496,0,488376,5051,269889,3737,133581,2,0,36983,3172,24796,2981,0,0.246258545,5.273796423,0.001000366,1,3,2,4,6,30,9,4,6,0,1,1,1,0,0,2,30,1,4,0.25
663,39991,629,2160,560278,2,557891,3406,193693,24926,133632,0,0,22006,3985,90812,4326,0,0.199783325,4.357369492,0.000385132,9,3,3,5,6,20,9,9,6,1,1,1,1,0,0,2,59,1,1,1
787,78134,795,618,438775,0,143076,4677,645654,117237,133674,0,0,5545,172,65821,3421,14,0.475664063,3.323907417,0.000485229,1,3,4,6,6,20,3,4,6,0,4,1,1,0,0,2,280,1,2,0.5
1837,53,2454,132,564181,1279,206964,5549,521586,3056,133700,0,1294,75108,36535,74067,4865,5740,0.399954834,4.781518325,0.002278442,1,2,3,3,6,30,3,9,3,4,5,1,1,0,0,2,41,10,12,0.833333333
0,102830,1733,176,602120,242,644663,7208,66588,39968,133803,785,32,7070,975,24789,5417,1,0.12230896,4.552887454,0.001205444,9,3,5,3,1,30,1,2,5,5,7,1,1,0,0,2,38,1,1,1
10,671,895,23,501953,0,482241,2959,253527,92361,133813,0,149,116204,42374,9447,1773,0,0.236413574,4.619558638,0.000546265,1,2,3,4,6,30,3,4,6,5,1,1,1,0,0,2,105,1,1,1
0,4158,6432,6701,560023,1668,262570,13077,483152,32655,133816,4050,3396,55541,828,64909,5424,0,0.376567383,4.600077719,0.004943848,9,3,5,3,6,30,3,9,3,5,4,1,1,0,0,2,90,9,13,0.692307692
5,1055,202,0,591804,41,284067,1329,566430,11183,133819,284,578,5423,6457,33012,2711,0,0.427398071,4.462946218,0.000148315,8,3,7,4,6,30,8,2,6,4,1,1,1,0,0,2,101,1,6,0.166666667
1,587,1872,275,563037,1302,420650,18206,307176,8945,133837,1901,443,107364,7206,57018,2897,5683,0.269172974,5.009085679,0.001937256,1,2,2,3,6,30,6,2,5,5,1,1,1,0,0,2,298,1,10,0.1
0,19885,4368,0,549460,240,339126,5698,382934,8591,133886,88,0,157735,15933,4832,3288,12336,0.315441895,5.282068327,0.0028125,1,3,4,3,6,30,3,9,6,0,4,1,1,0,0,2,40,4,9,0.444444444
0,38026,1830,451,589855,13,585862,7779,147690,475,133887,1727,0,86875,405,37106,6419,0,0.171860962,5.054486246,0.001124878,0,3,2,3,3,30,0,-1,-1,0,1,1,1,0,0,2,28,1,1,1
0,3608,423,45,605342,86,584136,10994,168887,6223,133917,32,0,86674,18017,17261,2755,0,0.184816895,5.167499272,0.000310669,0,3,2,3,6,30,0,-1,0,0,1,1,1,0,0,2,47,1,1,1
31,25383,817,92,536267,53,443536,5656,401064,5845,133931,1,25,29937,3350,51455,957,0,0.326535034,4.227579873,0.000531006,0,3,2,6,6,30,0,-1,-1,0,4,2,2,0,0,2,152,1,2,0.5
357,14662,4503,430,568686,93,318882,6830,413676,5321,133943,20838,0,73386,439,74775,1579,0,0.334240112,4.793621167,0.002805176,9,3,5,6,9,30,3,4,3,0,1,8,1,0,0,2,14,1,1,1
0,124864,2418,23,407450,147,477023,19549,312603,24714,133943,9,775,64949,33512,35436,934,51,0.272550049,3.526865906,0.001565552,9,3,6,3,3,40,99,2,5,5,1,8,1,9,0,2,45,1,4,0.25
0,1972,4055,4,561491,133,487169,5283,310114,6009,134059,9,24,75580,682,51037,752,27,0.271101685,4.752168821,0.002556152,9,3,4,4,1,20,2,9,6,9,1,1,1,0,0,2,50,1,3,0.333333333
106,4625,183,1528,460572,76,145365,926,733924,19402,134061,0,0,60666,11556,62394,3016,0,0.529776001,3.88806588,0.000158081,1,2,3,6,6,20,3,4,6,0,1,1,1,0,0,2,125,1,1,1
85,8198,2317,5467,663933,85,246951,1758,531697,6219,134108,0,0,33546,0,1736,2300,0,0.406375122,5.200875414,0.001466064,0,3,3,3,6,30,0,-1,-1,0,1,1,1,0,0,2,145,3,7,0.428571429
0,114125,1132,0,551842,4,428813,5668,380665,1385,134151,937,0,7967,5870,5449,392,0,0.31421875,4.17297672,0.000693359,1,3,2,3,6,30,9,4,6,0,1,1,1,0,0,2,76,1,2,0.5
0,84236,4699,48,650906,758,533759,9379,193363,4728,134162,1102,1,13953,695,2530,2871,1188,0.199905396,4.955643178,0.003330688,4,2,1,3,1,30,1,4,4,0,1,1,1,0,0,2,22,1,1,1
0,13094,1590,0,583452,0,289222,2369,574509,0,134177,0,0,26868,6955,5245,919,0,0.432547607,4.548618616,0.000970459,1,3,2,4,6,20,9,4,6,8,1,1,1,0,2,2,20,2,3,0.666666667
4091,18887,0,336,445072,0,299759,1334,684574,6409,134211,0,1916,4119,1714,28821,7157,0,0.499746704,3.346901521,0,0,3,7,5,6,30,0,-1,-1,0,1,1,2,0,0,2,75,1,1,1
233,4,3577,7,565285,362,250729,4042,492472,56678,134238,1774,206,61702,12645,43102,11286,58,0.382513428,4.670711721,0.002404175,1,3,4,3,6,30,3,4,6,0,1,1,1,0,0,2,26,1,3,0.333333333
1249,652,4602,17,652087,10,632043,7290,106767,43567,134265,0,148,42185,939,11751,828,0,0.147114258,5.170908278,0.002814941,9,3,2,3,6,30,5,4,6,1,1,1,1,0,0,2,13,1,1,1
1,388,2325,0,506684,0,531611,11228,344772,10349,134316,0,0,73329,12488,8065,2844,0,0.292412109,4.318271837,0.001419067,9,3,4,5,6,20,3,4,6,0,1,1,1,0,0,2,53,1,1,1
0,2877,4860,1015,601870,1199,621134,17490,134678,3219,134326,143,62,86487,1069,22093,5878,0,0.164187012,5.124525408,0.00369812,1,3,5,3,3,30,6,2,4,5,1,1,1,0,0,2,70,2,2,1
0,127285,1709,0,538139,40,662065,5816,88783,11755,134330,254,0,19659,15370,31857,739,599,0.136177368,4.15244547,0.001067505,1,3,4,6,6,30,1,4,6,0,1,1,1,0,0,2,85,1,1,1
0,7287,3297,2877,653088,119,159290,3931,588985,13750,134346,0,0,59535,3053,4367,3613,13,0.441486206,5.304385691,0.002084961,8,3,2,3,6,20,3,4,5,5,1,1,1,0,0,2,160,5,10,0.5
0,4162,2357,0,612959,0,298347,7936,541191,238,134380,0,0,7170,29500,0,160,0,0.412335815,4.614741777,0.001438599,8,3,2,3,1,30,2,4,3,0,1,1,1,0,0,2,39,1,2,0.5
850,1720,4734,101,617520,24,608142,12263,155387,14232,134456,2153,5,64193,183,14742,7695,0,0.176906128,5.07015678,0.002904053,8,3,1,5,1,30,1,4,6,0,1,1,1,0,0,2,40,1,1,1
0,10738,1069,0,642701,0,189960,2725,618442,1556,134467,0,0,20817,7599,7095,1231,0,0.459539185,4.934430009,0.000652466,1,3,2,5,3,30,3,4,3,0,1,1,1,0,0,2,50,2,3,0.666666667
943,10517,3226,1,509719,314,369832,12774,390019,9036,134472,0,0,183390,4033,7835,2289,0,0.320123901,5.15429978,0.002160645,2,2,3,3,6,30,3,2,3,0,1,1,1,0,0,2,46,3,9,0.333333333
0,2436,5804,32,552113,13,652660,6747,235005,5753,134479,6926,0,27500,556,7387,110,879,0.225515137,4.310063281,0.003550415,8,3,7,3,1,30,1,2,3,5,1,1,1,0,0,2,45,2,4,0.5
0,7705,1428,40,562326,112,223229,10384,554469,33870,134492,1226,0,81388,3764,14380,3145,6442,0.420508423,4.78626238,0.000939941,9,3,4,3,6,30,3,9,6,5,1,1,1,0,0,2,60,2,3,0.666666667
0,7,565,0,578119,45,457031,2921,256472,39019,134493,0,0,60560,64640,42587,1941,0,0.238626099,4.7487899,0.000372314,9,3,4,3,6,30,99,9,6,9,1,1,1,0,0,2,96,2,9,0.222222222
0,1130,7962,192,481904,42,609278,11911,124440,49807,134550,1871,132,39856,12879,153226,9123,97,0.158074951,3.877814939,0.004885254,8,3,3,3,6,30,3,4,6,8,1,1,1,0,0,2,57,1,3,0.333333333
527,5482,1950,580,577624,0,584293,14538,200158,17618,134566,0,98,68868,15138,6401,10559,0,0.204299316,4.804274482,0.001190186,2,3,5,3,6,20,3,4,6,0,1,1,2,0,0,2,144,1,2,0.5
0,17115,1010,176,572943,669,652370,6883,55876,1759,134671,11829,0,56108,26835,96553,2041,1562,0.116300659,4.671020487,0.00102478,0,2,1,3,6,40,0,-1,0,9,1,9,9,9,9,2,54,1,5,0.2
0,899,201,0,415956,0,369159,1000,457356,66625,134696,0,94,149760,34675,7508,471,0,0.361359863,4.199946546,0.000122681,0,3,4,6,6,30,0,-1,-1,0,1,1,1,0,0,2,358,1,1,1
0,0,2491,0,470427,0,324870,2538,552484,39915,134723,0,0,43361,20978,45076,1537,0,0.419437866,3.813662107,0.001520386,0,3,2,4,6,20,0,-1,-1,0,1,1,1,0,0,2,193,2,2,1
41,19829,1585,930,592134,65,463386,9507,294634,5817,134789,8,0,64528,5631,43719,1680,117,0.262098999,4.871777371,0.00100708,1,3,7,4,6,30,9,4,6,0,1,1,1,0,0,2,310,2,8,0.25
681,3775,9754,0,430061,11264,538965,20067,232171,577,134848,4502,56,183337,33406,33142,1794,0,0.22401062,4.548810513,0.012828369,8,3,6,3,6,30,7,2,4,5,1,1,1,0,0,2,32,1,1,1
1367,3260,3227,530,649793,66,442724,13448,319439,3419,134858,1472,0,20056,1730,42203,808,0,0.277280884,4.967069065,0.002009888,6,3,3,3,6,30,3,4,6,0,4,1,1,0,0,2,100,1,2,0.5
4447,143656,1108,0,497326,0,677690,6612,123153,8771,134892,0,946,15197,13532,9658,1412,0,0.157498169,3.799506272,0.00067627,4,3,7,3,6,30,2,4,3,0,4,2,2,0,0,2,139,1,2,0.5
0,3315,3318,93,581125,167,516723,11205,235860,50084,134893,109,0,98357,7,2012,1132,0,0.226289673,5.037192441,0.002127075,9,3,2,5,6,20,3,4,6,9,1,1,4,0,0,2,64,2,3,0.666666667
186,12802,1491,1,652387,1015,450887,8667,278812,3300,134921,0,1078,69640,5758,16462,993,0,0.252522583,5.351479755,0.001529541,9,3,2,3,6,30,3,2,3,5,1,1,1,0,0,2,23,1,3,0.333333333
0,2218,3242,0,403809,0,452640,6252,412404,37777,134961,0,9,147602,5963,30813,710,0,0.334085083,4.085706241,0.00197876,1,3,7,6,6,30,3,4,6,0,1,1,1,0,0,2,80,1,3,0.333333333
0,0,879,0,570697,8,40358,1844,771230,94426,135089,7,0,12161,7957,1604,707,0,0.553173218,4.314622212,0.000541382,0,2,7,3,6,20,0,-1,0,5,1,1,9,0,0,2,122,7,11,0.636363636
363,3092,463,492,603222,823,329840,4104,424291,13662,135090,3925,0,45761,0,65199,7832,241,0.341419067,4.804078762,0.000784912,1,3,3,3,3,30,6,2,3,5,1,1,1,0,0,2,43,2,20,0.1
0,5169,9296,243,681049,220,535403,7817,213279,2931,135091,0,0,37804,114,7133,2851,0,0.212628174,5.32125012,0.005808105,8,2,2,3,6,20,3,4,6,4,4,2,2,0,0,2,214,10,12,0.833333333
0,249,6988,761,537531,2,583305,12135,188237,10481,135100,620,95,137306,1113,19957,4520,0,0.197349243,4.995092524,0.004266357,8,2,5,6,6,30,6,4,6,0,1,1,1,0,0,2,98,1,1,1
0,621,3594,158,604799,6,292289,10862,432477,9037,135146,3510,0,77390,14693,45996,7822,0,0.346449585,5.047792757,0.002197266,1,2,4,3,6,20,3,4,6,0,4,1,1,0,0,2,186,7,12,0.583333333
1006,242,1519,838,430506,0,178871,3900,725562,27740,135156,0,65,11845,13799,106297,1054,0,0.525340576,3.272892065,0.000927124,9,3,4,6,6,30,99,9,6,9,7,1,2,9,0,2,395,1,1,1
320,50196,840,0,385030,0,221724,3329,552950,24352,135164,0,138,106556,63329,91865,2607,0,0.419991455,3.636959545,0.000512695,9,3,4,6,9,30,3,4,6,0,1,1,1,0,0,2,28,1,1,1
0,16308,8442,4,528701,4209,484182,29828,348374,34023,135199,381,0,8569,1653,34531,3825,171,0.295149536,3.973919925,0.007721558,1,3,2,3,6,30,6,2,5,1,1,2,2,0,0,2,19,1,1,1
0,4974,3169,0,541282,0,513229,7482,348687,7042,135211,0,189,9400,10838,36507,20390,0,0.2953479,4.072760352,0.001934204,2,2,7,6,6,30,6,4,6,0,4,1,1,0,0,2,144,1,1,1
740,2084,1230,281,600628,783,433433,7874,292374,18040,135219,1322,1472,35845,2492,99602,4521,460,0.260982056,4.706979049,0.001228638,9,3,5,3,6,20,6,2,4,5,1,2,1,0,0,2,140,7,8,0.875
0,942,1571,472,535180,613,513728,18275,189192,27001,135251,721,0,56573,3344,140967,9046,5524,0.198024292,4.375220886,0.001333008,8,2,1,5,6,30,6,2,5,5,1,1,1,0,0,2,42,1,7,0.142857143
81,121,4006,1159,548293,0,304589,10843,492595,27395,135260,0,437,55451,49542,6104,2524,0,0.38321228,4.463581251,0.002445068,1,3,2,3,6,20,6,2,5,5,1,1,1,0,0,2,73,1,1,1
0,38802,82,0,465922,0,263133,1852,576471,14394,135285,0,0,95137,22288,23965,1069,0,0.434421387,4.147237314,5.00488E-05,0,3,2,6,6,30,0,-1,-1,0,1,1,1,0,0,2,188,1,1,1
6,0,395,2432,621269,365,407470,13378,370137,633,135333,3166,990,1060,1100,64389,14605,1672,0.308514404,4.598501474,0.000463867,8,2,3,3,6,20,6,2,3,8,1,1,1,0,0,2,129,8,16,0.5
2065,205846,682,102,355930,0,539452,9332,193526,56536,135351,753,128,5490,9274,123542,391,0,0.200730591,2.670242555,0.00041626,2,3,4,3,3,50,8,4,6,0,1,1,1,0,0,2,163,2,4,0.5
148,32822,1244,34,640593,79,292310,9021,447963,10123,135417,1,0,53224,2287,12643,491,0,0.356066895,5.12355908,0.000807495,9,3,1,3,6,30,6,4,6,1,1,2,2,0,0,2,5,1,1,1
345,59527,1015,0,561707,1,517241,4795,225294,5050,135431,9788,0,49246,46687,21313,960,0,0.220169067,4.511175433,0.000620117,9,2,7,6,6,20,3,4,6,0,1,2,2,0,0,2,134,1,1,1
467,4690,692,0,541834,596,269521,5264,607021,634,135434,2374,0,2627,9659,54639,2948,0,0.453158569,4.020120501,0.000786133,2,3,7,3,6,30,7,2,3,4,1,2,2,0,0,2,33,1,1,1
207,49,1181,371,583938,154,336651,8926,410053,8676,135482,0,0,102159,6103,41373,1812,1265,0.33296814,5.064119219,0.000814819,8,3,2,3,3,30,3,4,6,5,4,1,1,0,0,2,15,2,3,0.666666667
0,32258,17,507,617100,0,555597,4508,206157,27177,135497,0,0,34300,5404,18316,1562,0,0.208529053,4.807486513,1.0376E-05,1,3,2,6,6,30,7,3,6,0,1,1,1,0,0,2,582,1,1,1
0,348,3,65,516592,0,270816,732,599097,9768,135504,67,232,24941,501,76177,3557,0,0.448364868,3.99643553,1.83105E-06,9,3,3,3,6,30,3,4,6,8,1,1,1,0,0,2,131,1,3,0.333333333
1980,14,2206,4875,531022,17,227765,10452,540721,13388,135522,481,30,78374,13071,37395,41087,0,0.412745972,4.496657369,0.001356812,1,3,1,3,6,30,3,4,6,0,1,2,2,0,0,2,93,5,9,0.555555556
29,3971,2729,94,580200,2771,266858,13641,474056,29701,135532,865,0,95624,10039,17829,3616,845,0.372062988,4.986453384,0.003356934,9,3,6,3,6,20,6,2,5,5,1,1,1,0,0,2,51,1,5,0.2
0,0,1567,448,507426,5,331138,6122,625515,2180,135592,0,99,18034,2738,3958,3578,0,0.464542847,3.875302378,0.000959473,1,3,6,3,6,30,9,4,6,1,1,1,1,0,0,2,53,1,1,1
0,27975,560,62,564603,0,411866,8073,351206,15736,135638,507,0,80762,18804,19003,3245,360,0.297145996,4.757995547,0.000341797,0,3,3,3,7,20,0,-1,-1,5,4,8,1,0,0,2,108,1,1,1
389,3797,103,32,543062,7,150979,1451,657995,9458,135660,10061,0,43312,52528,29115,422,29,0.484408569,4.322379478,6.71387E-05,1,3,7,6,6,20,8,4,6,0,1,1,1,0,0,2,30,1,1,1
9,214335,3710,944,452777,42,399044,4821,354978,27614,135749,0,385,5561,1783,33017,3631,0,0.299515991,3.37636373,0.002290039,1,3,3,3,6,30,3,4,6,8,1,1,1,0,0,2,80,1,1,1
0,0,353,0,741466,76,189074,1565,547389,0,135791,351,0,141,0,15376,6818,0,0.41697998,5.461385512,0.000261841,1,3,4,4,3,30,7,2,3,5,4,1,1,0,0,2,48,1,1,1
416,29,1945,881,587694,387,467261,9126,331785,54919,135849,210,1240,21811,662,13644,9789,752,0.285421143,4.486635897,0.00142334,1,3,5,3,6,30,9,4,6,0,1,1,1,0,0,2,118,1,2,0.5
0,529,7720,0,523467,0,195518,6777,546544,80871,135866,0,0,126364,2387,8856,3501,0,0.41651001,4.782881663,0.004711914,2,1,3,3,6,30,9,4,6,0,1,1,1,0,0,2,242,5,11,0.454545455
273,144,2111,50,582768,1356,173998,2974,604723,75522,135922,1318,409,12049,3715,31514,9554,0,0.452053833,4.376164271,0.002116089,9,2,7,3,6,30,6,2,3,5,1,1,2,0,0,2,124,10,19,0.526315789
0,1416,434,0,567887,0,602749,2292,259486,17455,136026,0,0,30415,9303,10408,529,0,0.241401367,4.398438534,0.000264893,9,3,2,6,6,30,99,9,3,0,1,1,1,0,0,2,96,1,1,1
0,80148,1011,0,596800,0,329533,2507,413301,1302,136044,18,0,68980,0,7874,882,0,0.335293579,4.89385787,0.000617065,1,3,4,5,6,20,3,4,6,1,1,1,1,0,0,2,86,1,1,1
0,257,1686,0,585555,180,638317,6870,133407,11735,136064,0,0,79619,31742,12706,262,0,0.164472046,4.888684737,0.001138916,1,3,7,6,6,30,3,4,5,0,1,1,1,0,0,2,91,1,1,1
59,5433,137,12,636778,97,138585,8734,574102,35936,136131,3403,223,47642,12297,24465,14366,0,0.433491821,5.027657183,0.000142822,1,3,3,5,3,30,7,2,6,0,1,1,1,0,0,2,198,6,12,0.5
1432,650,10252,660,655711,519,521501,13044,180136,2554,136195,839,552,36646,15164,45353,14109,3083,0.19307312,5.08357135,0.006574097,1,2,4,3,6,20,3,4,6,0,4,1,1,0,0,2,40,2,6,0.333333333
0,36647,1124,21,525741,10,594947,6852,246255,6349,136203,0,25,42492,438,8041,33255,0,0.233433838,4.171956565,0.000692139,0,2,4,3,6,30,0,-1,-1,0,1,1,1,0,0,2,89,1,4,0.25
